Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
1995,4109,"B & L Services, Inc.",Fort Lauderdale,FL,"Fort Lauderdale--Hollywood--Pompano Beach, FL",26,327,"1,238,134",DR,DO,,,,,"2,450,260",,,,,,,,,,,,,
1995,4109,"B & L Services, Inc.",Fort Lauderdale,FL,"Fort Lauderdale--Hollywood--Pompano Beach, FL",26,327,"1,238,134",DR,PT,,,,,"2,104,605",,,,,,,,,,,,,
2008,4110,Charleston Area Regional Transportation Authority,Charleston,SC,"Charleston-North Charleston, SC",75,231,"423,410",DR,PT,,,,,,"429,930","652,440","725,743","498,168","707,322","716,547","669,659","629,713","401,567","397,864","537,464","554,965","627,989"
2008,4110,Charleston Area Regional Transportation Authority,Charleston,SC,"Charleston-North Charleston, SC",75,231,"423,410",MB,PT,,,,,,,"1,618,470","1,618,470","1,348,472","2,124,112","2,199,711","2,194,264","2,197,910","747,825","783,595","2,543,301","2,808,266","2,720,358"
2008,4111,Morgan County Area Transportation System,Decatur,AL,"Decatur, AL",433,28,"52,315",DR,DO,,,,,,,"206,622",,,,,,"445,121",,"404,548","355,980",0,"461,287"
2008,4113,"Council on Aging of Martin County, Inc.",Stuart,FL,"Port St. Lucie, FL",117,169,"270,774",DR,DO,,,,,,,"255,947","294,250","345,000","324,000","335,500","471,610","555,489","577,358","548,534","492,741","479,629","376,010"
2008,4113,"Council on Aging of Martin County, Inc.",Stuart,FL,"Port St. Lucie, FL",117,169,"270,774",MB,DO,,,,,,,,,,,,,,,"23,942","25,734","25,045","23,957"
2008,4120,"City of Ocala, Florida",Ocala,FL,"Ocala, FL",246,89,"106,542",DR,PT,,,,,,,,,,,"41,656","51,871","50,196","50,886","51,143","60,710","76,769",
2008,4120,"City of Ocala, Florida",Ocala,FL,"Ocala, FL",246,89,"106,542",MB,PT,,,,,,,,,"240,327","317,548","315,486","320,822","374,361","359,058","366,558","373,005","372,250",
2008,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,"Lakeland, FL",151,121,"199,487",DR,DO,,,,,,,,,,"172,585","418,182","453,613","469,613","374,115","325,480","27,420","30,378","37,064"
2008,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,"Lakeland, FL",151,121,"199,487",DR,PT,,,,,,,,,,,,"782,410","1,161,235","1,031,177","949,852","4,785","4,662","2,403"
2008,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,"Lakeland, FL",151,121,"199,487",MB,DO,,,,,,,,,,"65,024","114,026","296,310","383,010","259,481","434,803","336,820","626,919","766,956"
2008,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,"Lakeland, FL",151,121,"199,487",MB,PT,,,,,,,,,,"118,851","257,680","258,538","370,449","350,212","404,287","408,734",,
2008,4128,Okaloosa County Board of County Commissioners,Fort Walton Beach,FL,"Fort Walton Beach, FL",191,97,"152,741",DR,PT,,,,,,,,,,"676,728","762,638","799,000","844,768","903,934","867,358","716,399","705,842","724,527"
2008,4128,Okaloosa County Board of County Commissioners,Fort Walton Beach,FL,"Fort Walton Beach, FL",191,97,"152,741",MB,PT,,,,,,,,,,,"128,440","201,237","267,780","325,464","388,282","416,851","488,929","442,358"
2008,4129,Charlotte County Transit Division,Punta Gorda,FL,"North Port-Punta Gorda, FL",218,89,"122,421",DR,DO,,,,,,,,,,,"7,515","32,250",,,,,,
2008,4129,Charlotte County Transit Division,Punta Gorda,FL,"North Port-Punta Gorda, FL",218,89,"122,421",DR,PT,,,,,,,,,,,"198,513","342,427","380,797","426,290","520,246","529,726","521,448","501,831"
2008,4130,Macon-Bibb County Transit Authority,Macon,GA,"Macon, GA",203,81,"135,170",DR,DO,,,,,,,,,,,,,,,,,,"68,598"
2008,4130,Macon-Bibb County Transit Authority,Macon,GA,"Macon, GA",203,81,"135,170",DR,PT,,,,,,,,,,,,,,"251,050",,,,
2008,4130,Macon-Bibb County Transit Authority,Macon,GA,"Macon, GA",203,81,"135,170",MB,DO,,,,,,,,,,,,"1,121,821","1,103,491","1,114,404","1,111,442","1,108,333","1,113,424","1,062,284"
2008,4131,Davidson County Transportation,Lexington,NC,"High Point, NC",205,94,"132,844",DR,DO,,,,,,,,,,,,"63,589",,,,,,
2008,4132,Goldsboro-Wayne Transportation Authority,Goldsboro,NC,"Goldsboro, NC",396,44,"57,915",DR,DO,,,,,,,,,,,"269,776",,,,,,,
2008,4132,Goldsboro-Wayne Transportation Authority,Goldsboro,NC,"Goldsboro, NC",396,44,"57,915",MB,DO,,,,,,,,,,,"5,411",,,,,,,
2008,4133,Guildford County Transportation,Greensboro,NC,"Greensboro, NC",121,135,"267,884",DR,PT,,,,,,,,,,,,,,,"1,684,190","851,225","878,343","2,004,472"
2006,4134,"Advanced Transportation Solutions, LLC",Miami,FL,"Miami, FL",5,"1,116","4,919,036",DR,PT,,,,,,,,,,,"1,409,983","11,113,449","11,904,059","12,090,936","12,042,482","13,493,393",,
2008,4135,Georgia Regional Transportation Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",DR,PT,,,,,,,,,,,,,,,"209,395","274,121",,
2008,4135,Georgia Regional Transportation Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,PT,,,,,,,,,,,,"2,698,120","2,030,203","3,074,646","2,164,580","2,356,808","1,280,070","1,682,220"
2008,4135,Georgia Regional Transportation Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",VP,DO,,,,,,,,,,,,,"723,912","623,934","625,063","902,742","926,806","897,316"
2008,4135,Georgia Regional Transportation Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",VP,PT,,,,,,,,,,,,"1,996,685","727,860",,,0,0,0
2008,4138,Gwinnett County Board of Commissioners,Lawrenceville,GA,"Atlanta, GA",11,"1,963","3,499,840",DR,PT,,,,,,,,,,,,,"20,682","39,016","38,888","61,745","67,036","130,977"
2008,4138,Gwinnett County Board of Commissioners,Lawrenceville,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,PT,,,,,,,,,,,,"506,001","2,190,286","2,229,687","2,157,994","2,317,326","2,505,207","2,634,068"
2008,4140,Collier Area Transit,Naples,FL,"Bonita Springs-Naples, FL",138,150,"221,251",DR,PT,,,,,,,,,,,,,,,"1,225,266","689,472","747,416","1,120,113"
2008,4140,Collier Area Transit,Naples,FL,"Bonita Springs-Naples, FL",138,150,"221,251",MB,PT,,,,,,,,,,,,,,,"760,832","870,424","1,090,385","1,214,814"
2008,4141,Central Midlands Regional Transit Authority,Columbia,SC,"Columbia, SC",77,269,"420,537",DR,PT,,,,,,,,,,,,,"796,549","824,044","880,482","703,284","645,290","595,711"
2008,4141,Central Midlands Regional Transit Authority,Columbia,SC,"Columbia, SC",77,269,"420,537",MB,PT,,,,,,,,,,,,,"1,833,191","1,827,660","1,860,491","1,691,280","1,576,353","1,567,272"
2007,4142,City of Canton Transit,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,DO,,,,,,,,,,,,,"62,452","90,237","88,914","95,643","95,436",
2007,4142,City of Canton Transit,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,PT,,,,,,,,,,,,,,,,0,,
2008,4143,Town of Cary,Cary,NC,"Raleigh, NC",66,320,"541,527",DR,PT,,,,,,,,,,,,,,"401,534","447,070","437,943","403,924","437,127"
2008,4143,Town of Cary,Cary,NC,"Raleigh, NC",66,320,"541,527",MB,PT,,,,,,,,,,,,,,,,"160,990","383,324","378,176"
2008,4146,Hernando County Board of County Commissioners,Brooksville,FL,"Brooksville, FL",255,84,"102,193",DR,PT,,,,,,,,,,,,,,,"6,622","242,048","244,518","274,591"
2008,4146,Hernando County Board of County Commissioners,Brooksville,FL,"Brooksville, FL",255,84,"102,193",MB,PT,,,,,,,,,,,,,,,"309,695","314,464","307,266","309,182"
2008,4147,NC State University Transportation Department,Raleigh,NC,"Raleigh, NC",66,320,"541,527",MB,PT,,,,,,,,,,,,,,,"524,425","536,619","548,604","581,862"
2008,4148,"Tri-County Community Council, Inc.",Bonifay,FL,"Panama City, FL",207,102,"132,419",DR,DO,,,,,,,,,,,,,,"111,380","795,889","509,080","512,500","548,226"
2008,4148,"Tri-County Community Council, Inc.",Bonifay,FL,"Panama City, FL",207,102,"132,419",DR,PT,,,,,,,,,,,,,,,"22,880",,,
2008,4152,"Miami Lakes - VPSI, Inc.",Miami Lakes,FL,"Miami, FL",5,"1,116","4,919,036",VP,DO,,,,,,,,,,,,,,,"1,691,124","2,413,894","2,466,347","2,756,245"
2008,4153,"Marietta - VPSI, Inc.",Marietta,GA,"Atlanta, GA",11,"1,963","3,499,840",VP,DO,,,,,,,,,,,,,,,"146,147","3,242,856","3,665,783","5,125,749"
2008,4155,"St Johns County, Florida,  Board of County Commissioners",St. Augustine,FL,"St. Augustine, FL",422,35,"53,519",DR,PT,,,,,,,,,,,,,,,,,"87,677","88,925"
2008,4155,"St Johns County, Florida,  Board of County Commissioners",St. Augustine,FL,"St. Augustine, FL",422,35,"53,519",MB,PT,,,,,,,,,,,,,,,,,"380,664","388,277"
2008,4157,Clayton County Board of Commissioners,Jonesboro,GA,"Atlanta, GA",11,"1,963","3,499,840",DR,DO,,,,,,,,,,,,,,,,,,"179,065"
2008,4157,Clayton County Board of Commissioners,Jonesboro,GA,"Atlanta, GA",11,"1,963","3,499,840",DR,PT,,,,,,,,,,,,,,,,,"222,570","48,427"
2008,4157,Clayton County Board of Commissioners,Jonesboro,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,DO,,,,,,,,,,,,,,,,,,"959,345"
2008,4157,Clayton County Board of Commissioners,Jonesboro,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,PT,,,,,,,,,,,,,,,,,"1,141,279","286,897"
2008,4158,Lake County Board of County Commissioners,Tavares,FL,"Leesburg-Eustis, FL",263,71,"97,497",DR,PT,,,,,,,,,,,,,,,,,"1,952,995","1,994,404"
2008,4158,Lake County Board of County Commissioners,Tavares,FL,"Leesburg-Eustis, FL",263,71,"97,497",MB,PT,,,,,,,,,,,,,,,,,"98,440","281,984"
2008,4159,Regional Transportation Authority,Nashville,TN,"Nashville-Davidson, TN",48,431,"749,935",CR,PT,,,,,,,,,,,,,,,,,"156,415","190,750"
2008,4159,Regional Transportation Authority,Nashville,TN,"Nashville-Davidson, TN",48,431,"749,935",MB,PT,,,,,,,,,,,,,,,,,0,0
2008,4159,Regional Transportation Authority,Nashville,TN,"Nashville-Davidson, TN",48,431,"749,935",VP,DO,,,,,,,,,,,,,,,,,"277,242","303,156"
2008,4161,Cherokee County Board of Commissioners,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,DO,,,,,,,,,,,,,,,,,0,
2008,4169,Regional Planning Commission of Greater Birmingham,Birmingham,AL,"Birmingham, AL",55,392,"663,615",VP,PT,,,,,,,,,,,,,,,,,,"651,564"
2008,4171,Knoxville-Knox County Community Action Committee,Knoxville,TN,"Knoxville, TN",78,339,"419,830",DR,DO,,,,,,,,,,,,,,,,,,0
2008,4173,Piedmont Authority for Regional Transportation,Greensboro,NC,"Greensboro, NC",121,135,"267,884",MB,PT,,,,,,,,,,,,,,,,,,0
2008,4173,Piedmont Authority for Regional Transportation,Greensboro,NC,"Greensboro, NC",121,135,"267,884",VP,PT,,,,,,,,,,,,,,,,,,0
2008,4175,Maritime Transportation Authority of Puerto Rico,Fajardo,PR,"San Juan, PR",500,892,"2,216,616",FB,DO,,,,,,,,,,,,,,,,,,"200,345"
2008,4177,Buckhead Community Improvement District,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",MB,PT,,,,,,,,,,,,,,,,,,"110,017"
2008,4179,Broward County Community Bus Service,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036",MB,DO,,,,,,,,,,,,,,,,,,"1,203,547"
2008,4179,Broward County Community Bus Service,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036",MB,PT,,,,,,,,,,,,,,,,,,"1,654,692"
2008,5001,City of Appleton - Valley Transit,Appleton,WI,"Appleton, WI",163,73,"187,683",DR,PT,"63,440","202,853","299,317","290,226","443,182","494,496","552,850","593,914","659,261","698,740","817,345","722,058","732,720","745,278","752,658","727,314","797,647","888,120"
2008,5001,City of Appleton - Valley Transit,Appleton,WI,"Appleton, WI",163,73,"187,683",MB,DO,"868,277","877,537","878,577","881,445","919,429","853,012","827,985","872,152","901,787","936,580","924,181","885,286","871,341","860,447","861,079","843,759","855,985","863,279"
2008,5001,City of Appleton - Valley Transit,Appleton,WI,"Appleton, WI",163,73,"187,683",MB,PT,,,"58,968","55,880","274,092","272,734","273,746","194,557","182,919","177,156","180,389","182,919","177,100","167,762","161,028","158,155","163,355","161,943"
2008,5002,Green Bay Metro,Green Bay,WI,"Green Bay, WI",164,82,"187,316",DR,PT,"108,733","110,980","101,510","85,186","173,230","188,836","297,499","405,820","638,061","622,271","640,688","649,717","639,460","644,537","638,435","521,069","478,404","478,000"
2008,5002,Green Bay Metro,Green Bay,WI,"Green Bay, WI",164,82,"187,316",MB,DO,"1,176,181","1,203,744","1,221,554","1,262,685","1,346,644","1,370,424","1,315,960","1,257,544","1,250,392","1,269,035","1,303,532","1,314,933","1,315,327","1,299,473","1,309,352","1,298,905","1,298,382","1,296,480"
2008,5003,Kenosha Transit,Kenosha,WI,"Kenosha, WI",241,42,"110,942",DR,PT,"62,315","58,296","59,724","47,852",,"53,080","54,621","61,890","63,426","64,296","78,800","111,676","115,194","119,790","109,620","111,382","128,395","131,918"
2008,5003,Kenosha Transit,Kenosha,WI,"Kenosha, WI",241,42,"110,942",LR,DO,,,,,,,,,,"10,176","18,592","16,464","20,272","20,634","23,067","21,677","19,837","19,786"
2008,5003,Kenosha Transit,Kenosha,WI,"Kenosha, WI",241,42,"110,942",MB,DO,"731,996","718,469","794,992","823,372",,"828,554","938,455","1,000,919","1,018,429","1,019,760","1,071,824","1,011,778","1,019,495","1,038,705","1,051,428","1,045,174","1,053,502","1,039,020"
2008,5004,LaCrosse Municipal Transit Utility,LaCrosse,WI,"La Crosse, WI-MN",285,40,"89,966",DR,PT,"107,061","114,700",0,,,"144,584","206,956","249,209","271,556","303,040","313,317","335,230","352,360","389,871","343,332","446,515","520,427","541,302"
2008,5004,LaCrosse Municipal Transit Utility,LaCrosse,WI,"La Crosse, WI-MN",285,40,"89,966",MB,DO,"627,491","642,403","626,014","620,467","615,162","604,976","604,728","631,989","669,660","698,613","773,817","762,322","755,475","755,303","753,484","743,782","737,412","750,397"
2008,5004,LaCrosse Municipal Transit Utility,LaCrosse,WI,"La Crosse, WI-MN",285,40,"89,966",MB,PT,,,,,0,,,,,,,,,,,,,
2008,5005,Metro Transit System,Madison,WI,"Madison, WI",95,114,"329,533",DR,DO,"163,709","156,405","137,623","157,366","51,543","65,518","228,208","399,375","354,592","389,026","347,445","363,049","370,907","375,517","352,120","336,421","324,776","353,372"
2008,5005,Metro Transit System,Madison,WI,"Madison, WI",95,114,"329,533",DR,PT,"638,777","910,759","1,087,293","1,245,831","1,051,516","764,792","744,001","794,092","1,073,918","1,096,986","1,082,473","1,280,240","1,316,067","1,234,986","1,351,348","1,354,425","1,496,528","1,491,247"
2008,5005,Metro Transit System,Madison,WI,"Madison, WI",95,114,"329,533",MB,DO,"3,688,153","3,816,315","3,819,445","3,876,814","3,963,494","4,018,458","3,975,246","4,239,437","4,738,493","4,792,120","4,654,434","4,560,152","4,515,478","4,675,185","4,675,350","4,703,901","4,717,515","4,706,193"
2008,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545",DR,DO,,,,,,,,,,,,,,,,"21,601","96,260","137,993"
2008,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545",DR,PT,"594,653","599,491","513,036",,"466,938","457,520","401,523","401,213","487,736","233,457","352,691","380,804","306,654","136,579","112,815","48,250",,
2008,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545",MB,DO,"1,257,405","1,253,440","1,225,890",,"1,254,380","1,291,740","1,243,155","1,306,505","1,326,367","1,374,529","1,341,334","1,391,709","1,442,368","1,189,418","1,143,241","1,105,241","1,085,680","1,160,421"
2008,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545",MB,PT,,0,"8,836",,"14,132","15,435","13,551","16,998","11,318",,,,,,,,,
2008,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545",TB,PT,0,,,,,,,,,,,,,,,,,
2008,5008,Milwaukee County Transit System,Milwaukee,WI,"Milwaukee, WI",32,487,"1,308,913",DR,PT,,,,,,,,,,"5,461,674","5,007,136","5,237,549","5,379,823","4,839,089","4,732,956","4,682,016","4,899,932","5,027,060"
2008,5008,Milwaukee County Transit System,Milwaukee,WI,"Milwaukee, WI",32,487,"1,308,913",MB,DO,"17,161,206","17,794,861","17,445,622","17,570,421","17,243,580","17,135,732","17,640,505","18,509,407","19,580,275","20,123,056","19,841,364","18,799,884","17,884,171","17,543,371","17,419,327","17,027,436","16,742,026","16,082,885"
2008,5008,Milwaukee County Transit System,Milwaukee,WI,"Milwaukee, WI",32,487,"1,308,913",MB,PT,,,,,,,,,,,,,,0,0,0,0,0
2008,5008,Milwaukee County Transit System,Milwaukee,WI,"Milwaukee, WI",32,487,"1,308,913",VP,DO,,,,,,,,"255,469","277,505","268,007","249,380","210,862","258,147","348,396","332,951","308,484","227,991","227,798"
2008,5009,Oshkosh Transit System,Oshkosh,WI,"Oshkosh, WI",336,27,"71,070",DR,PT,"18,571","104,235","160,459","156,217","412,885","397,310","397,847","420,072","447,044","769,021","515,178","500,362","586,237","603,002","597,906","556,155","579,751","598,292"
2008,5009,Oshkosh Transit System,Oshkosh,WI,"Oshkosh, WI",336,27,"71,070",MB,DO,"569,553","557,472","527,309","510,579","458,689","437,436","407,704","401,181","416,426","469,277","462,015","459,559","463,513","468,330","461,660","457,894","463,573","472,228"
2008,5009,Oshkosh Transit System,Oshkosh,WI,"Oshkosh, WI",336,27,"71,070",MB,PT,"3,192",,"4,488","60,928","55,216","77,616","83,504","88,396","65,698","62,410","164,418","129,264","111,965","112,745","137,282","111,147","111,128","74,153"
2008,5010,Metro Regional Transit Authority,Akron,OH,"Akron, OH",60,308,"570,215",DR,DO,"395,144","426,827","513,766","551,046","586,760","735,332","798,660","799,018","965,362","1,019,372","1,084,018","1,128,472","1,412,628","1,335,795","1,192,163","1,024,506","940,043","867,130"
2008,5010,Metro Regional Transit Authority,Akron,OH,"Akron, OH",60,308,"570,215",DR,PT,"495,331","567,775","627,587","685,912","733,967","667,259","720,485","746,445","783,735","986,763","962,379","896,903","697,568","662,460","639,590","393,601","433,503","501,284"
2008,5010,Metro Regional Transit Authority,Akron,OH,"Akron, OH",60,308,"570,215",MB,DO,"3,087,386","3,532,812","3,456,267","3,419,833","3,784,685","3,910,640","3,897,959","3,880,727","4,247,513","4,143,805","3,884,900","3,666,103","3,437,400","2,930,046","2,702,709","2,647,360","2,665,121","2,672,512"
2008,5011,Stark Area Regional Transit Authority,Canton,OH,"Canton, OH",122,143,"266,595",DR,DO,,"82,832","124,238","152,098","130,376","130,436","163,773","617,418","929,936","1,013,511","1,019,244","1,107,016","1,149,565","1,097,628","1,201,321","1,240,335","1,181,961","1,118,488"
2008,5011,Stark Area Regional Transit Authority,Canton,OH,"Canton, OH",122,143,"266,595",MB,DO,"972,419","951,783","949,695","1,018,816","874,526","773,852","948,378","2,825,427","3,154,481","3,319,217","3,194,896","2,962,572","2,682,872","2,566,451","2,563,252","2,550,480","2,479,147","2,518,231"
2008,5012,Southwest Ohio Regional Transit Authority,Cincinnati,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",DR,PT,"1,502,598","1,579,602","1,588,013","1,695,507","1,672,442","1,677,714","1,806,841","1,920,731","2,015,836","2,421,249","2,382,661","2,552,926","2,404,108","2,324,105","2,135,177","2,058,816","1,973,788","1,922,900"
2008,5012,Southwest Ohio Regional Transit Authority,Cincinnati,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",MB,DO,"10,160,001","10,408,833","10,444,936","10,405,281","10,519,097","10,788,011","10,895,126","10,978,364","11,612,657","11,705,868","11,394,408","11,483,950","11,511,422","11,291,291","11,018,173","11,016,477","10,958,676","10,774,532"
2008,5012,Southwest Ohio Regional Transit Authority,Cincinnati,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",MB,PT,"46,980",,,,,,,,,,"269,174",,,,,,,
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",DR,DO,"642,058","749,941","699,729","667,870","679,667","1,042,942","1,395,656","1,319,132","1,423,267","1,785,104","1,757,197","1,577,180","1,610,609","1,813,861","1,984,422","2,081,941","2,368,174","2,106,558"
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",DR,PT,"408,703","429,844","315,028","283,815","272,904","339,603","476,735","400,527","572,542","601,057","604,277","676,408","801,264","824,114","874,528","896,000","933,052","956,790"
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",HR,DO,"2,009,990","2,133,700","1,907,500","1,909,910","1,988,626","2,014,972","2,046,418","2,030,450","2,066,821","2,064,918","1,989,332","2,125,895","2,191,748","2,397,243","2,373,093","1,940,929","2,112,786","2,046,862"
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",LR,DO,"1,139,400","1,170,330","970,694","953,453","1,015,575","1,118,618","1,180,827","1,182,715","1,254,164","1,202,173","1,144,240","940,892","954,081","1,011,795","1,005,741","869,868","805,600","799,595"
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",MB,DO,"22,569,334","20,737,117","19,864,055","20,366,927","20,481,259","21,008,961","21,306,672","22,524,528","23,272,500","23,523,043","23,000,048","19,724,412","21,353,812","20,471,913","21,698,089","20,377,376","20,204,755","18,664,990"
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",MB,PT,0,0,0,,,"106,260","235,632","159,120",,,,,,,,,,
2008,5016,Central Ohio Transit Authority,Columbus,OH,"Columbus, OH",36,398,"1,133,193",DR,PT,"678,213","723,599","794,297","888,689","1,000,743","1,134,584","1,328,320","1,314,432","1,376,978","1,794,407","1,910,178","1,840,470","1,974,203","2,019,314","2,135,309","2,133,227","2,248,932","2,567,604"
2008,5016,Central Ohio Transit Authority,Columbus,OH,"Columbus, OH",36,398,"1,133,193",MB,DO,"7,812,271","7,835,470","7,513,683","7,782,654","7,798,315","7,938,033","7,887,056","8,323,748","8,837,544","8,976,194","9,613,569","8,969,438","8,673,312","8,270,619","8,026,651","7,157,710","7,292,170","7,628,914"
2008,5017,Greater Dayton Regional Transit Authority,Dayton,OH,"Dayton, OH",52,324,"703,444",DR,DO,"97,525","92,869","87,283","83,219","526,121","649,610","842,005","922,765","851,386","650,806","1,313,713","1,878,059","2,205,031","2,520,557","2,563,221","2,772,810","2,792,100","2,522,314"
2008,5017,Greater Dayton Regional Transit Authority,Dayton,OH,"Dayton, OH",52,324,"703,444",DR,PT,"308,898","336,928","461,182","644,753","212,806",,,,,,,,,,,,,
2008,5017,Greater Dayton Regional Transit Authority,Dayton,OH,"Dayton, OH",52,324,"703,444",MB,DO,"7,219,197","7,537,098","7,153,995","6,992,578","7,064,473","6,992,016","6,887,618","7,098,811","6,563,638","6,405,818","7,919,126","6,332,188","5,972,633","5,635,855","5,727,209","5,841,196","5,796,196","5,706,803"
2008,5017,Greater Dayton Regional Transit Authority,Dayton,OH,"Dayton, OH",52,324,"703,444",TB,DO,"739,966","864,888","1,091,682","1,176,106","1,113,377","1,088,978","1,135,747","993,642","1,391,260","1,684,301","106,991","1,335,135","1,610,185","1,614,548","1,556,923","1,514,567","1,167,970","1,116,567"
1995,5018,Hamilton City Lines,Hamilton,OH,"Hamilton, OH",193,53,"118,315",DR,PT,"20,775","21,368","244,016",,,,,,,,,,,,,,,
1995,5018,Hamilton City Lines,Hamilton,OH,"Hamilton, OH",193,53,"118,315",MB,PT,"350,145","343,297",,,,,,,,,,,,,,,,
2008,5019,City of Middletown - Middletown Transit System,Middletown,OH,"Middletown, OH",273,48,"94,355",DR,DO,,,,,60,"4,864","13,005","15,738","15,677","22,272","22,873","29,670","30,090","45,598","45,474","48,248","53,528","52,565"
2008,5019,City of Middletown - Middletown Transit System,Middletown,OH,"Middletown, OH",273,48,"94,355",MB,DO,"206,720","199,152","203,887","203,887","203,653","204,356","203,653","196,842","196,168","195,892","196,618","214,852","212,650","211,992","211,453","210,715","209,226","210,191"
2008,5020,Springfield City Area Transit,Springfield,OH,"Springfield, OH",286,44,"89,684",DR,DO,,,,,"45,540","49,980","59,587","63,694","62,826","54,469","58,252","72,267","68,526","68,417","48,260","36,720",,
2008,5020,Springfield City Area Transit,Springfield,OH,"Springfield, OH",286,44,"89,684",DR,PT,,,"28,072","44,450",,,,,,,,,,,,,"40,060","43,000"
2008,5020,Springfield City Area Transit,Springfield,OH,"Springfield, OH",286,44,"89,684",MB,DO,"206,756","216,240","246,169","242,316","237,567","239,700","262,866","275,760","268,416","281,139","277,876","279,282","269,318","262,794","210,820","270,416",,
2008,5020,Springfield City Area Transit,Springfield,OH,"Springfield, OH",286,44,"89,684",MB,PT,,,,,,,,,,,,,,,,,"231,150","233,650"
2008,5021,Portage Area Regional Transportation Authority,Kent,OH,"Akron, OH",60,308,"570,215",DR,DO,,,,,,"113,920",,"372,045","470,922","449,052","460,122","542,895","516,037","724,623","867,912","927,577","867,255","849,961"
2008,5021,Portage Area Regional Transportation Authority,Kent,OH,"Akron, OH",60,308,"570,215",DR,PT,,,,,,"227,840",,,,,,,,,,,,
2008,5021,Portage Area Regional Transportation Authority,Kent,OH,"Akron, OH",60,308,"570,215",MB,DO,,,,,,"36,079",,"76,500","125,184","126,199","164,475","252,533","380,737","512,830","659,830","652,220","714,704","770,295"
2008,5021,Portage Area Regional Transportation Authority,Kent,OH,"Akron, OH",60,308,"570,215",MB,PT,,,,,,"72,160",,,,,,,,,,,,
2008,5022,Toledo Area Regional Transit Authority,Toledo,OH,"Toledo, OH-MI",71,202,"503,008",DR,DO,,,,,,,,,,,,,,,,,,"295,062"
2008,5022,Toledo Area Regional Transit Authority,Toledo,OH,"Toledo, OH-MI",71,202,"503,008",DR,PT,"347,545","352,250","347,545","347,887","319,372","276,876","357,642","356,781","394,856","494,307","629,756","848,589","875,796","928,034","965,121","1,155,683","1,132,556","883,605"
2008,5022,Toledo Area Regional Transit Authority,Toledo,OH,"Toledo, OH-MI",71,202,"503,008",MB,DO,"4,971,069","4,771,807","4,513,555","4,358,039","4,065,687","3,594,849","3,265,945","3,377,183","3,511,058","3,610,262","3,696,717","3,930,259","3,915,130","4,090,726","3,753,752","3,577,682","3,595,866","3,567,496"
2008,5024,Western Reserve Transit Authority,Youngstown,OH,"Youngstown, OH-PA",80,228,"417,437",DR,DO,"84,085","83,490","84,820","100,584","111,132","117,684","131,796","117,231","100,805","103,207","113,035","115,345","110,931","127,134","158,290","169,567","141,142","122,337"
2008,5024,Western Reserve Transit Authority,Youngstown,OH,"Youngstown, OH-PA",80,228,"417,437",MB,DO,"885,679","894,942","963,654","984,146","950,514","960,749","956,591","953,935","1,086,823","1,365,491","1,259,460","1,240,839","1,294,395","1,356,125","1,323,858","1,130,788","833,527","571,503"
